Code,Year,Emissions
QAT,1970,2.064
QAT,1971,2.496
QAT,1972,2.941
QAT,1973,3.400
QAT,1974,2.860
QAT,1975,2.988
QAT,1976,2.832
QAT,1977,2.707
QAT,1978,2.872
QAT,1979,3.916
QAT,1980,3.572
QAT,1981,3.507
QAT,1982,3.369
QAT,1983,3.073
QAT,1984,3.363
QAT,1985,3.383
QAT,1986,3.626
QAT,1987,3.136
QAT,1988,3.253
QAT,1989,3.907
QAT,1990,3.211
QAT,1991,4.828
QAT,1992,7.309
QAT,1993,8.378
QAT,1994,8.242
QAT,1995,8.669
QAT,1996,8.808
QAT,1997,10.225
QAT,1998,8.836
QAT,1999,8.565
QAT,2000,9.471
QAT,2001,11.289
QAT,2002,11.155
QAT,2003,11.323
QAT,2004,11.711
QAT,2005,13.896
QAT,2006,17.310
QAT,2007,17.256
QAT,2008,17.683
QAT,2009,18.877
QAT,2010,19.773
QAT,2011,21.935
QAT,2012,25.668
QAT,2013,23.186
QAT,2014,29.412
REU,1959,0.019
REU,1960,0.020
REU,1961,0.023
REU,1962,0.025
REU,1963,0.031
REU,1964,0.034
REU,1965,0.041
REU,1966,0.049
REU,1967,0.058
REU,1968,0.059
REU,1969,0.061
REU,1970,0.087
REU,1971,0.090
REU,1972,0.095
REU,1973,0.105
REU,1974,0.116
REU,1975,0.132
REU,1976,0.172
REU,1977,0.177
REU,1978,0.196
REU,1979,0.250
REU,1980,0.222
REU,1981,0.214
REU,1982,0.236
REU,1983,0.246
REU,1984,0.272
REU,1985,0.271
REU,1986,0.294
REU,1987,0.320
REU,1988,0.367
REU,1989,0.379
REU,1990,0.301
REU,1991,0.372
REU,1992,0.420
REU,1993,0.393
REU,1994,0.443
REU,1995,0.481
REU,1996,0.530
REU,1997,0.609
REU,1998,0.687
REU,1999,0.701
REU,2000,0.780
REU,2001,0.829
REU,2002,0.823
REU,2003,0.812
REU,2004,0.820
REU,2005,0.940
REU,2006,0.988
REU,2007,1.053
REU,2008,1.076
REU,2009,1.119
REU,2010,1.137
REU,2011,1.165
REU,2012,1.159
REU,2013,1.118
REU,2014,1.138
ROU,1959,13.825
ROU,1960,14.576
ROU,1961,15.210
ROU,1962,17.420
ROU,1963,18.961
ROU,1964,19.666
ROU,1965,21.468
ROU,1966,22.957
ROU,1967,25.124
ROU,1968,27.322
ROU,1969,30.447
ROU,1970,32.755
ROU,1971,34.314
ROU,1972,36.112
ROU,1973,39.531
ROU,1974,41.163
ROU,1975,44.248
ROU,1976,47.659
ROU,1977,48.650
ROU,1978,52.878
ROU,1979,53.470
ROU,1980,53.618
ROU,1981,54.037
ROU,1982,53.388
ROU,1983,54.694
ROU,1984,51.615
ROU,1985,52.998
ROU,1986,55.126
ROU,1987,57.858
ROU,1988,58.025
ROU,1989,58.397
ROU,1990,47.474
ROU,1991,38.257
ROU,1992,35.082
ROU,1993,34.169
ROU,1994,32.490
ROU,1995,34.374
ROU,1996,34.199
ROU,1997,30.713
ROU,1998,27.224
ROU,1999,24.473
ROU,2000,24.729
ROU,2001,26.352
ROU,2002,26.517
ROU,2003,27.560
ROU,2004,26.426
ROU,2005,26.304
ROU,2006,28.184
ROU,2007,27.877
ROU,2008,26.279
ROU,2009,22.246
ROU,2010,21.656
ROU,2011,23.147
ROU,2012,22.286
ROU,2013,19.347
ROU,2014,19.090
RUS,1959,233.279
RUS,1960,242.880
RUS,1961,250.474
RUS,1962,262.884
RUS,1963,281.926
RUS,1964,299.829
RUS,1965,318.062
RUS,1966,335.891
RUS,1967,351.224
RUS,1968,361.092
RUS,1969,376.054
RUS,1970,395.537
RUS,1971,419.814
RUS,1972,441.780
RUS,1973,460.524
RUS,1974,478.151
RUS,1975,502.700
RUS,1976,522.093
RUS,1977,539.894
RUS,1978,558.463
RUS,1979,563.111
RUS,1980,585.308
RUS,1981,574.250
RUS,1982,585.108
RUS,1983,593.495
RUS,1984,598.837
RUS,1985,645.829
RUS,1986,647.593
RUS,1987,674.875
RUS,1988,693.422
RUS,1989,678.897
RUS,1990,636.530
RUS,1991,613.525
RUS,1992,566.858
RUS,1993,528.619
RUS,1994,463.152
RUS,1995,444.907
RUS,1996,439.860
RUS,1997,416.147
RUS,1998,407.828
RUS,1999,417.543
RUS,2000,424.843
RUS,2001,424.736
RUS,2002,424.621
RUS,2003,437.481
RUS,2004,436.901
RUS,2005,440.439
RUS,2006,455.212
RUS,2007,454.564
RUS,2008,467.679
RUS,2009,429.246
RUS,2010,455.558
RUS,2011,480.885
RUS,2012,499.272
RUS,2013,485.018
RUS,2014,465.052
RWA,1959,0.020
RWA,1960,0.019
RWA,1961,0.025
RWA,1962,0.023
RWA,1963,0.023
RWA,1964,0.010
RWA,1965,0.013
RWA,1966,0.012
RWA,1967,0.011
RWA,1968,0.015
RWA,1969,0.016
RWA,1970,0.016
RWA,1971,0.017
RWA,1972,0.018
RWA,1973,0.019
RWA,1974,0.020
RWA,1975,0.048
RWA,1976,0.073
RWA,1977,0.073
RWA,1978,0.079
RWA,1979,0.081
RWA,1980,0.135
RWA,1981,0.164
RWA,1982,0.166
RWA,1983,0.190
RWA,1984,0.173
RWA,1985,0.168
RWA,1986,0.163
RWA,1987,0.168
RWA,1988,0.190
RWA,1989,0.188
RWA,1990,0.148
RWA,1991,0.133
RWA,1992,0.133
RWA,1993,0.135
RWA,1994,0.129
RWA,1995,0.126
RWA,1996,0.131
RWA,1997,0.136
RWA,1998,0.133
RWA,1999,0.139
RWA,2000,0.144
RWA,2001,0.145
RWA,2002,0.145
RWA,2003,0.142
RWA,2004,0.144
RWA,2005,0.144
RWA,2006,0.144
RWA,2007,0.152
RWA,2008,0.148
RWA,2009,0.157
RWA,2010,0.161
RWA,2011,0.181
RWA,2012,0.201
RWA,2013,0.219
RWA,2014,0.229
SAU,1959,0.506
SAU,1960,0.730
SAU,1961,0.974
SAU,1962,1.706
SAU,1963,1.894
SAU,1964,1.922
SAU,1965,1.151
SAU,1966,1.749
SAU,1967,6.956
SAU,1968,7.937
SAU,1969,9.627
SAU,1970,12.351
SAU,1971,16.310
SAU,1972,19.183
SAU,1973,25.944
SAU,1974,26.940
SAU,1975,22.726
SAU,1976,27.693
SAU,1977,32.227
SAU,1978,31.397
SAU,1979,37.670
SAU,1980,46.197
SAU,1981,47.857
SAU,1982,43.112
SAU,1983,43.919
SAU,1984,42.464
SAU,1985,47.083
SAU,1986,55.871
SAU,1987,52.006
SAU,1988,55.237
SAU,1989,55.560
SAU,1990,50.669
SAU,1991,73.021
SAU,1992,77.866
SAU,1993,85.579
SAU,1994,83.982
SAU,1995,64.129
SAU,1996,70.562
SAU,1997,58.969
SAU,1998,56.635
SAU,1999,61.756
SAU,2000,80.975
SAU,2001,81.051
SAU,2002,89.012
SAU,2003,89.248
SAU,2004,107.945
SAU,2005,108.438
SAU,2006,118.009
SAU,2007,105.748
SAU,2008,117.310
SAU,2009,127.888
SAU,2010,141.394
SAU,2011,136.318
SAU,2012,154.034
SAU,2013,147.545
SAU,2014,163.907
SDN,1959,0.342
SDN,1960,0.340
SDN,1961,0.347
SDN,1962,0.371
SDN,1963,0.420
SDN,1964,0.465
SDN,1965,0.607
SDN,1966,0.661
SDN,1967,0.797
SDN,1968,0.776
SDN,1969,1.046
SDN,1970,1.214
SDN,1971,1.246
SDN,1972,1.345
SDN,1973,1.357
SDN,1974,1.421
SDN,1975,1.060
SDN,1976,0.939
SDN,1977,0.952
SDN,1978,0.860
SDN,1979,0.893
SDN,1980,0.937
SDN,1981,0.910
SDN,1982,0.957
SDN,1983,0.977
SDN,1984,0.876
SDN,1985,1.018
SDN,1986,1.062
SDN,1987,0.838
SDN,1988,1.212
SDN,1989,0.940
SDN,1990,1.305
SDN,1991,1.223
SDN,1992,1.095
SDN,1993,0.755
SDN,1994,1.037
SDN,1995,1.074
SDN,1996,1.108
SDN,1997,1.355
SDN,1998,1.174
SDN,1999,1.273
SDN,2000,1.383
SDN,2001,1.592
SDN,2002,2.030
SDN,2003,2.268
SDN,2004,2.865
SDN,2005,2.745
SDN,2006,3.003
SDN,2007,3.531
SDN,2008,3.728
SDN,2009,3.890
SDN,2010,3.985
SDN,2011,3.914
SDN,2012,3.993
SDN,2013,4.220
SDN,2014,4.190
SEN,1959,0.106
SEN,1960,0.226
SEN,1961,0.222
SEN,1962,0.222
SEN,1963,0.235
SEN,1964,0.252
SEN,1965,0.462
SEN,1966,0.469
SEN,1967,0.191
SEN,1968,0.000
SEN,1969,0.134
SEN,1970,0.357
SEN,1971,0.369
SEN,1972,0.397
SEN,1973,0.423
SEN,1974,0.505
SEN,1975,0.704
SEN,1976,0.484
SEN,1977,0.612
SEN,1978,0.717
SEN,1979,0.791
SEN,1980,0.914
SEN,1981,0.899
SEN,1982,0.833
SEN,1983,0.718
SEN,1984,0.902
SEN,1985,0.730
SEN,1986,0.726
SEN,1987,0.669
SEN,1988,0.748
SEN,1989,1.008
SEN,1990,0.868
SEN,1991,0.934
SEN,1992,0.949
SEN,1993,0.980
SEN,1994,1.064
SEN,1995,0.953
SEN,1996,1.020
SEN,1997,0.890
SEN,1998,0.935
SEN,1999,1.009
SEN,2000,1.074
SEN,2001,1.181
SEN,2002,1.230
SEN,2003,1.357
SEN,2004,1.427
SEN,2005,1.585
SEN,2006,1.290
SEN,2007,1.413
SEN,2008,1.389
SEN,2009,1.250
SEN,2010,2.112
SEN,2011,2.282
SEN,2012,2.158
SEN,2013,2.297
SEN,2014,2.415
SGP,1959,0.491
SGP,1960,0.380
SGP,1961,0.571
SGP,1962,0.703
SGP,1963,0.927
SGP,1964,1.010
SGP,1965,0.690
SGP,1966,0.184
SGP,1967,0.834
SGP,1968,1.478
SGP,1969,1.965
SGP,1970,4.966
SGP,1971,4.525
SGP,1972,6.065
SGP,1973,5.787
SGP,1974,5.991
SGP,1975,6.693
SGP,1976,8.191
SGP,1977,7.720
SGP,1978,9.044
SGP,1979,9.851
SGP,1980,8.572
SGP,1981,7.322
SGP,1982,8.113
SGP,1983,9.544
SGP,1984,9.109
SGP,1985,9.113
SGP,1986,9.552
SGP,1987,8.890
SGP,1988,9.846
SGP,1989,11.423
SGP,1990,12.134
SGP,1991,12.345
SGP,1992,13.206
SGP,1993,13.959
SGP,1994,16.821
SGP,1995,11.501
SGP,1996,13.553
SGP,1997,15.934
SGP,1998,13.258
SGP,1999,13.654
SGP,2000,13.364
SGP,2001,13.510
SGP,2002,12.880
SGP,2003,8.490
SGP,2004,7.765
SGP,2005,8.279
SGP,2006,8.399
SGP,2007,5.434
SGP,2008,9.854
SGP,2009,15.253
SGP,2010,15.174
SGP,2011,12.332
SGP,2012,9.919
SGP,2013,15.183
SGP,2014,15.373
SHN,1968,0.001
SHN,1981,0.002
SHN,1982,0.001
SHN,1983,0.001
SHN,1984,0.001
SHN,1985,0.001
SHN,1986,0.001
SHN,1987,0.001
SHN,1988,0.002
SHN,1989,0.002
SHN,1990,0.002
SHN,1991,0.002
SHN,1992,0.002
SHN,1993,0.003
SHN,1994,0.003
SHN,1995,0.003
SHN,1996,0.003
SHN,1997,0.003
SHN,1998,0.003
SHN,1999,0.003
SHN,2000,0.003
SHN,2001,0.003
SHN,2002,0.003
SHN,2003,0.003
SHN,2004,0.003
SHN,2005,0.003
SHN,2006,0.003
SHN,2007,0.003
SHN,2008,0.003
SHN,2009,0.003
SHN,2010,0.003
SHN,2011,0.003
SHN,2012,0.003
SHN,2013,0.003
SHN,2014,0.003
SLB,1959,0.003
SLB,1960,0.003
SLB,1961,0.004
SLB,1962,0.004
SLB,1963,0.004
SLB,1964,0.005
SLB,1965,0.007
SLB,1966,0.007
SLB,1967,0.009
SLB,1968,0.010
SLB,1969,0.010
SLB,1970,0.011
SLB,1971,0.013
SLB,1972,0.015
SLB,1973,0.018
SLB,1974,0.018
SLB,1975,0.016
SLB,1976,0.017
SLB,1977,0.022
SLB,1978,0.017
SLB,1979,0.030
SLB,1980,0.028
SLB,1981,0.037
SLB,1982,0.033
SLB,1983,0.039
SLB,1984,0.039
SLB,1985,0.041
SLB,1986,0.042
SLB,1987,0.044
SLB,1988,0.043
SLB,1989,0.044
SLB,1990,0.040
SLB,1991,0.040
SLB,1992,0.039
SLB,1993,0.039
SLB,1994,0.038
SLB,1995,0.039
SLB,1996,0.039
SLB,1997,0.039
SLB,1998,0.039
SLB,1999,0.041
SLB,2000,0.041
SLB,2001,0.043
SLB,2002,0.043
SLB,2003,0.044
SLB,2004,0.044
SLB,2005,0.044
SLB,2006,0.045
SLB,2007,0.049
SLB,2008,0.051
SLB,2009,0.053
SLB,2010,0.054
SLB,2011,0.054
SLB,2012,0.054
SLB,2013,0.055
SLB,2014,0.055
SLE,1959,0.064
SLE,1960,0.195
SLE,1961,0.079
SLE,1962,0.089
SLE,1963,0.101
SLE,1964,0.083
SLE,1965,0.077
SLE,1966,0.082
SLE,1967,0.069
SLE,1968,0.105
SLE,1969,0.302
SLE,1970,0.238
SLE,1971,0.219
SLE,1972,0.185
SLE,1973,0.147
SLE,1974,0.142
SLE,1975,0.143
SLE,1976,0.123
SLE,1977,0.140
SLE,1978,0.194
SLE,1979,0.185
SLE,1980,0.166
SLE,1981,0.189
SLE,1982,0.151
SLE,1983,0.188
SLE,1984,0.168
SLE,1985,0.181
SLE,1986,0.184
SLE,1987,0.136
SLE,1988,0.125
SLE,1989,0.102
SLE,1990,0.133
SLE,1991,0.149
SLE,1992,0.122
SLE,1993,0.122
SLE,1994,0.140
SLE,1995,0.109
SLE,1996,0.129
SLE,1997,0.121
SLE,1998,0.113
SLE,1999,0.100
SLE,2000,0.116
SLE,2001,0.155
SLE,2002,0.166
SLE,2003,0.178
SLE,2004,0.175
SLE,2005,0.149
SLE,2006,0.200
SLE,2007,0.175
SLE,2008,0.181
SLE,2009,0.178
SLE,2010,0.198
SLE,2011,0.245
SLE,2012,0.281
SLE,2013,0.325
SLE,2014,0.357
SLV,1959,0.165
SLV,1960,0.169
SLV,1961,0.159
SLV,1962,0.177
SLV,1963,0.307
SLV,1964,0.336
SLV,1965,0.284
SLV,1966,0.356
SLV,1967,0.316
SLV,1968,0.344
SLV,1969,0.325
SLV,1970,0.390
SLV,1971,0.412
SLV,1972,0.458
SLV,1973,0.537
SLV,1974,0.538
SLV,1975,0.575
SLV,1976,0.603
SLV,1977,0.624
SLV,1978,0.652
SLV,1979,0.652
SLV,1980,0.582
SLV,1981,0.500
SLV,1982,0.482
SLV,1983,0.519
SLV,1984,0.438
SLV,1985,0.542
SLV,1986,0.543
SLV,1987,0.668
SLV,1988,0.674
SLV,1989,0.706
SLV,1990,0.685
SLV,1991,0.865
SLV,1992,0.905
SLV,1993,1.035
SLV,1994,1.253
SLV,1995,1.371
SLV,1996,1.246
SLV,1997,1.493
SLV,1998,1.585
SLV,1999,1.554
SLV,2000,1.566
SLV,2001,1.622
SLV,2002,1.647
SLV,2003,1.787
SLV,2004,1.736
SLV,2005,1.760
SLV,2006,1.867
SLV,2007,1.903
SLV,2008,1.785
SLV,2009,1.757
SLV,2010,1.761
SLV,2011,1.813
SLV,2012,1.817
SLV,2013,1.699
SLV,2014,1.714
SOM,1959,0.024
SOM,1960,0.023
SOM,1961,0.024
SOM,1962,0.029
SOM,1963,0.028
SOM,1964,0.037
SOM,1965,0.036
SOM,1966,0.038
SOM,1967,0.062
SOM,1968,0.042
SOM,1969,0.044
SOM,1970,0.059
SOM,1971,0.051
SOM,1972,0.064
SOM,1973,0.072
SOM,1974,0.090
SOM,1975,0.137
SOM,1976,0.131
SOM,1977,0.218
SOM,1978,0.152
SOM,1979,0.133
SOM,1980,0.222
SOM,1981,0.075
SOM,1982,0.196
SOM,1983,0.255
SOM,1984,0.195
SOM,1985,0.234
SOM,1986,0.252
SOM,1987,0.271
SOM,1988,0.275
SOM,1989,0.261
SOM,1990,0.200
SOM,1991,0.193
SOM,1992,0.186
SOM,1993,0.175
SOM,1994,0.172
SOM,1995,0.161
SOM,1996,0.155
SOM,1997,0.147
SOM,1998,0.140
SOM,1999,0.134
SOM,2000,0.131
SOM,2001,0.137
SOM,2002,0.160
SOM,2003,0.162
SOM,2004,0.162
SOM,2005,0.162
SOM,2006,0.162
SOM,2007,0.166
SOM,2008,0.164
SOM,2009,0.163
SOM,2010,0.167
SOM,2011,0.165
SOM,2012,0.166
SOM,2013,0.166
SOM,2014,0.166
SPM,1959,0.009
SPM,1960,0.010
SPM,1961,0.013
SPM,1962,0.009
SPM,1963,0.010
SPM,1964,0.013
SPM,1965,0.011
SPM,1966,0.012
SPM,1967,0.014
SPM,1968,0.011
SPM,1969,0.009
SPM,1970,0.010
SPM,1971,0.013
SPM,1972,0.019
SPM,1973,0.011
SPM,1974,0.012
SPM,1975,0.009
SPM,1976,0.013
SPM,1977,0.010
SPM,1978,0.009
SPM,1979,0.010
SPM,1980,0.010
SPM,1981,0.011
SPM,1982,0.011
SPM,1983,0.009
SPM,1984,0.010
SPM,1985,0.009
SPM,1986,0.013
SPM,1987,0.014
SPM,1988,0.018
SPM,1989,0.028
SPM,1990,0.025
SPM,1991,0.028
SPM,1992,0.026
SPM,1993,0.020
SPM,1994,0.019
SPM,1995,0.019
SPM,1996,0.019
SPM,1997,0.013
SPM,1998,0.015
SPM,1999,0.015
SPM,2000,0.015
SPM,2001,0.015
SPM,2002,0.016
SPM,2003,0.018
SPM,2004,0.017
SPM,2005,0.018
SPM,2006,0.018
SPM,2007,0.018
SPM,2008,0.018
SPM,2009,0.018
SPM,2010,0.019
SPM,2011,0.019
SPM,2012,0.019
SPM,2013,0.020
SPM,2014,0.021
SRB,1959,3.794
SRB,1960,4.144
SRB,1961,4.343
SRB,1962,4.457
SRB,1963,4.958
SRB,1964,5.618
SRB,1965,5.780
SRB,1966,5.727
SRB,1967,5.785
SRB,1968,6.188
SRB,1969,6.415
SRB,1970,8.384
SRB,1971,9.035
SRB,1972,8.469
SRB,1973,10.117
SRB,1974,10.161
SRB,1975,10.602
SRB,1976,10.943
SRB,1977,10.642
SRB,1978,11.892
SRB,1979,12.935
SRB,1980,12.719
SRB,1981,13.842
SRB,1982,12.717
SRB,1983,13.694
SRB,1984,14.441
SRB,1985,14.731
SRB,1986,15.385
SRB,1987,15.288
SRB,1988,15.822
SRB,1989,15.788
SRB,1990,15.775
SRB,1991,11.158
SRB,1992,11.844
SRB,1993,10.314
SRB,1994,10.033
SRB,1995,10.598
SRB,1996,12.406
SRB,1997,13.329
SRB,1998,14.033
SRB,1999,9.677
SRB,2000,10.751
SRB,2001,11.549
SRB,2002,12.347
SRB,2003,13.204
SRB,2004,14.431
SRB,2005,13.660
SRB,2006,14.728
SRB,2007,14.305
SRB,2008,14.207
SRB,2009,12.594
SRB,2010,12.532
SRB,2011,13.422
SRB,2012,12.016
SRB,2013,12.240
SRB,2014,10.272
SSD,1959,0.031
SSD,1960,0.031
SSD,1961,0.032
SSD,1962,0.034
SSD,1963,0.038
SSD,1964,0.042
SSD,1965,0.055
SSD,1966,0.060
SSD,1967,0.072
SSD,1968,0.071
SSD,1969,0.095
SSD,1970,0.110
SSD,1971,0.113
SSD,1972,0.122
SSD,1973,0.123
SSD,1974,0.129
SSD,1975,0.096
SSD,1976,0.085
SSD,1977,0.087
SSD,1978,0.078
SSD,1979,0.081
SSD,1980,0.085
SSD,1981,0.083
SSD,1982,0.087
SSD,1983,0.089
SSD,1984,0.080
SSD,1985,0.093
SSD,1986,0.097
SSD,1987,0.076
SSD,1988,0.110
SSD,1989,0.085
SSD,1990,0.119
SSD,1991,0.111
SSD,1992,0.100
SSD,1993,0.069
SSD,1994,0.094
SSD,1995,0.098
SSD,1996,0.101
SSD,1997,0.123
SSD,1998,0.107
SSD,1999,0.116
SSD,2000,0.126
SSD,2001,0.145
SSD,2002,0.184
SSD,2003,0.206
SSD,2004,0.261
SSD,2005,0.250
SSD,2006,0.273
SSD,2007,0.321
SSD,2008,0.339
SSD,2009,0.354
SSD,2010,0.362
SSD,2011,0.356
SSD,2012,0.363
SSD,2013,0.395
SSD,2014,0.408
STP,1959,0.002
STP,1960,0.003
STP,1961,0.003
STP,1962,0.003
STP,1963,0.002
STP,1964,0.003
STP,1965,0.003
STP,1966,0.003
STP,1967,0.003
STP,1968,0.004
STP,1969,0.004
STP,1970,0.004
STP,1971,0.003
STP,1972,0.003
STP,1973,0.004
STP,1974,0.005
STP,1975,0.005
STP,1976,0.008
STP,1977,0.008
STP,1978,0.009
STP,1979,0.009
STP,1980,0.011
STP,1981,0.012
STP,1982,0.013
STP,1983,0.015
STP,1984,0.014
STP,1985,0.015
STP,1986,0.014
STP,1987,0.014
STP,1988,0.013
STP,1989,0.013
STP,1990,0.013
STP,1991,0.013
STP,1992,0.013
STP,1993,0.013
STP,1994,0.013
STP,1995,0.013
STP,1996,0.013
STP,1997,0.013
STP,1998,0.013
STP,1999,0.013
STP,2000,0.013
STP,2001,0.014
STP,2002,0.016
STP,2003,0.018
STP,2004,0.020
STP,2005,0.021
STP,2006,0.023
STP,2007,0.023
STP,2008,0.023
STP,2009,0.025
STP,2010,0.027
STP,2011,0.028
STP,2012,0.031
STP,2013,0.031
STP,2014,0.031
SUR,1959,0.100
SUR,1960,0.118
SUR,1961,0.117
SUR,1962,0.135
SUR,1963,0.145
SUR,1964,0.165
SUR,1965,0.217
SUR,1966,0.299
SUR,1967,0.364
SUR,1968,0.396
SUR,1969,0.415
SUR,1970,0.439
SUR,1971,0.468
SUR,1972,0.476
SUR,1973,0.575
SUR,1974,0.437
SUR,1975,0.551
SUR,1976,0.545
SUR,1977,0.518
SUR,1978,0.653
SUR,1979,0.626
SUR,1980,0.647
SUR,1981,0.554
SUR,1982,0.511
SUR,1983,0.375
SUR,1984,0.424
SUR,1985,0.436
SUR,1986,0.480
SUR,1987,0.480
SUR,1988,0.512
SUR,1989,0.506
SUR,1990,0.483
SUR,1991,0.560
SUR,1992,0.564
SUR,1993,0.557
SUR,1994,0.558
SUR,1995,0.563
SUR,1996,0.569
SUR,1997,0.575
SUR,1998,0.575
SUR,1999,0.580
SUR,2000,0.599
SUR,2001,0.646
SUR,2002,0.427
SUR,2003,0.421
SUR,2004,0.426
SUR,2005,0.435
SUR,2006,0.476
SUR,2007,0.481
SUR,2008,0.530
SUR,2009,0.546
SUR,2010,0.655
SUR,2011,0.537
SUR,2012,0.616
SUR,2013,0.523
SUR,2014,0.543
SVK,1959,8.106
SVK,1960,8.646
SVK,1961,9.384
SVK,1962,10.000
SVK,1963,10.519
SVK,1964,10.947
SVK,1965,10.667
SVK,1966,10.607
SVK,1967,10.585
SVK,1968,11.074
SVK,1969,11.757
SVK,1970,13.479
SVK,1971,14.142
SVK,1972,14.274
SVK,1973,14.334
SVK,1974,14.503
SVK,1975,15.177
SVK,1976,15.770
SVK,1977,16.245
SVK,1978,16.396
SVK,1979,15.972
SVK,1980,16.162
SVK,1981,15.990
SVK,1982,15.836
SVK,1983,15.861
SVK,1984,16.398
SVK,1985,16.177
SVK,1986,16.291
SVK,1987,16.164
SVK,1988,15.907
SVK,1989,15.386
SVK,1990,14.388
SVK,1991,13.269
SVK,1992,12.049
SVK,1993,11.694
SVK,1994,11.023
SVK,1995,11.485
SVK,1996,11.266
SVK,1997,11.194
SVK,1998,11.039
SVK,1999,10.701
SVK,2000,9.786
SVK,2001,10.733
SVK,2002,10.704
SVK,2003,10.770
SVK,2004,10.567
SVK,2005,10.733
SVK,2006,10.664
SVK,2007,10.030
SVK,2008,10.284
SVK,2009,9.282
SVK,2010,9.883
SVK,2011,9.415
SVK,2012,8.935
SVK,2013,9.024
SVK,2014,8.366
SVN,1959,1.090
SVN,1960,1.191
SVN,1961,1.248
SVN,1962,1.281
SVN,1963,1.425
SVN,1964,1.614
SVN,1965,1.661
SVN,1966,1.646
SVN,1967,1.662
SVN,1968,1.778
SVN,1969,1.843
SVN,1970,2.409
SVN,1971,2.596
SVN,1972,2.433
SVN,1973,2.907
SVN,1974,2.919
SVN,1975,3.046
SVN,1976,3.144
SVN,1977,3.057
SVN,1978,3.417
SVN,1979,3.716
SVN,1980,3.654
SVN,1981,3.977
SVN,1982,3.654
SVN,1983,3.934
SVN,1984,4.149
SVN,1985,4.232
SVN,1986,4.420
SVN,1987,4.392
SVN,1988,4.546
SVN,1989,4.536
SVN,1990,4.532
SVN,1991,3.206
SVN,1992,3.403
SVN,1993,3.590
SVN,1994,3.638
SVN,1995,3.928
SVN,1996,4.078
SVN,1997,4.325
SVN,1998,4.143
SVN,1999,4.155
SVN,2000,3.926
SVN,2001,4.135
SVN,2002,4.205
SVN,2003,4.230
SVN,2004,4.294
SVN,2005,4.327
SVN,2006,4.430
SVN,2007,4.430
SVN,2008,4.733
SVN,2009,4.167
SVN,2010,4.182
SVN,2011,4.115
SVN,2012,4.031
SVN,2013,3.859
SVN,2014,3.494
SWE,1959,11.572
SWE,1960,13.423
SWE,1961,13.322
SWE,1962,13.997
SWE,1963,15.100
SWE,1964,16.480
SWE,1965,17.079
SWE,1966,19.796
SWE,1967,18.817
SWE,1968,21.185
SWE,1969,23.580
SWE,1970,25.192
SWE,1971,23.068
SWE,1972,23.120
SWE,1973,23.825
SWE,1974,21.786
SWE,1975,22.041
SWE,1976,24.082
SWE,1977,23.399
SWE,1978,21.689
SWE,1979,23.160
SWE,1980,19.569
SWE,1981,18.934
SWE,1982,16.987
SWE,1983,15.898
SWE,1984,15.635
SWE,1985,17.015
SWE,1986,16.918
SWE,1987,16.285
SWE,1988,15.665
SWE,1989,15.144
SWE,1990,14.166
SWE,1991,14.051
SWE,1992,13.915
SWE,1993,14.114
SWE,1994,14.970
SWE,1995,15.041
SWE,1996,15.247
SWE,1997,14.221
SWE,1998,14.447
SWE,1999,13.937
SWE,2000,13.458
SWE,2001,13.942
SWE,2002,15.660
SWE,2003,14.939
SWE,2004,14.868
SWE,2005,14.061
SWE,2006,13.518
SWE,2007,13.106
SWE,2008,13.396
SWE,2009,11.744
SWE,2010,14.187
SWE,2011,14.108
SWE,2012,12.830
SWE,2013,12.230
SWE,2014,11.841
SWZ,1959,0.001
SWZ,1960,0.009
SWZ,1961,0.001
SWZ,1964,0.003
SWZ,1965,0.022
SWZ,1966,0.055
SWZ,1967,0.062
SWZ,1968,0.076
SWZ,1969,0.083
SWZ,1970,0.100
SWZ,1971,0.109
SWZ,1972,0.104
SWZ,1973,0.101
SWZ,1974,0.085
SWZ,1975,0.092
SWZ,1976,0.091
SWZ,1977,0.093
SWZ,1978,0.120
SWZ,1979,0.122
SWZ,1980,0.127
SWZ,1981,0.119
SWZ,1982,0.119
SWZ,1983,0.074
SWZ,1984,0.091
SWZ,1985,0.120
SWZ,1986,0.125
SWZ,1987,0.119
SWZ,1988,0.119
SWZ,1989,0.119
SWZ,1990,0.116
SWZ,1991,0.089
SWZ,1992,0.072
SWZ,1993,0.036
SWZ,1994,0.132
SWZ,1995,0.124
SWZ,1996,0.093
SWZ,1997,0.328
SWZ,1998,0.331
SWZ,1999,0.338
SWZ,2000,0.324
SWZ,2001,0.312
SWZ,2002,0.307
SWZ,2003,0.284
SWZ,2004,0.281
SWZ,2005,0.278
SWZ,2006,0.277
SWZ,2007,0.290
SWZ,2008,0.299
SWZ,2009,0.285
SWZ,2010,0.283
SWZ,2011,0.286
SWZ,2012,0.329
SWZ,2013,0.297
SWZ,2014,0.328
SXM,1959,0.330
SXM,1960,0.284
SXM,1961,0.296
SXM,1962,0.325
SXM,1963,0.312
SXM,1964,0.303
SXM,1965,0.272
SXM,1966,0.254
SXM,1967,0.313
SXM,1968,0.291
SXM,1969,0.381
SXM,1970,0.426
SXM,1971,0.371
SXM,1972,0.360
SXM,1973,0.399
SXM,1974,0.362
SXM,1975,0.262
SXM,1976,0.560
SXM,1977,0.292
SXM,1978,0.249
SXM,1979,0.261
SXM,1980,0.269
SXM,1981,0.256
